City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
386,thatta,24.75,67.92,75.0,57,0,10.56,PK,1585764465
387,chernyshevskiy,63.01,112.47,1.53,91,21,3.4,RU,1585764465
388,khash,28.22,61.22,62.31,22,0,7.38,IR,1585764465
389,senno,59.53,33.92,30.85,96,98,7.31,RU,1585764466
390,penzance,50.12,-5.54,50.0,61,75,12.75,GB,1585764466
391,imeni babushkina,59.76,43.13,27.32,96,99,8.79,RU,1585764466
392,lubumbashi,-11.66,27.48,67.59,66,71,3.06,CD,1585764466
393,chumikan,54.72,135.31,27.43,91,93,4.63,RU,1585764466
394,aswan,24.09,32.91,82.4,15,8,8.05,EG,1585764466
395,torbay,47.67,-52.73,45.0,100,90,11.41,CA,1585764466
396,duluth,46.78,-92.11,45.0,74,40,14.99,US,1585764214
397,bandrele,-12.91,45.19,84.2,74,20,9.17,YT,1585764467
398,belaya gora,68.53,146.42,0.55,93,87,1.16,RU,1585764467
399,takehara,34.34,132.92,46.4,87,20,6.93,JP,1585764467
400,vieques,18.43,-65.83,87.8,48,40,5.82,PR,1585764467
401,labuhan,-6.88,112.21,79.74,80,45,1.61,ID,1585764467
402,dandong,40.13,124.39,40.39,55,0,2.82,CN,1585764467
403,vichy,46.25,3.58,55.4,32,0,3.36,FR,1585764467
404,sarapulka,56.87,61.06,44.6,56,97,4.47,RU,1585764467
405,arandis,-22.42,14.97,61.0,91,1,3.0,NA,1585764467
406,bilma,18.69,12.92,94.37,11,6,8.55,NE,1585764468
407,quatre cocos,-20.21,57.76,78.8,94,40,4.7,MU,1585764468
408,brae,60.4,-1.35,44.6,65,60,26.4,GB,1585764468
409,rio tercero,-32.17,-64.11,76.98,66,90,4.99,AR,1585764468
410,manjacaze,-24.71,33.88,75.96,70,82,18.12,MZ,1585764468
411,shubarkuduk,49.14,56.49,48.34,74,83,10.87,KZ,1585764468
412,gwembe,-16.5,27.61,64.6,55,0,1.1,ZM,1585764468
413,riyadh,24.69,46.72,84.2,16,40,10.29,SA,1585764468
414,muisne,0.6,-80.03,86.0,74,75,6.93,EC,1585764468
415,touros,-5.2,-35.46,87.8,66,40,16.11,BR,1585764469
416,tineo,43.34,-6.41,55.0,87,75,2.24,ES,1585764469
417,aklavik,68.22,-135.01,10.4,55,5,5.82,CA,1585764469
418,soyo,-6.13,12.37,80.82,84,99,6.17,AO,1585764469
419,le vauclin,14.55,-60.84,86.0,62,75,16.11,MQ,1585764469
420,ambah,26.71,78.23,80.96,20,0,11.52,IN,1585764469
421,pizarro,4.95,-77.37,80.69,83,22,12.93,CO,1585764469
422,ghotki,28.01,69.32,77.0,61,0,5.7,PK,1585764470
423,grand island,40.92,-98.34,69.01,39,1,14.99,US,1585764411
424,cockburn town,21.46,-71.14,78.69,79,0,12.01,TC,1585764470
425,capelinha,-17.69,-42.52,78.19,54,72,2.93,BR,1585764470
426,laela,-8.57,32.05,64.27,58,76,1.59,TZ,1585764470
427,risod,19.97,76.78,86.36,17,24,4.52,IN,1585764470
428,meybod,32.25,54.02,68.0,22,20,2.24,IR,1585764202
429,sisimiut,66.94,-53.67,7.79,79,19,9.31,GL,1585764470
430,maceio,-9.67,-35.74,86.0,66,75,12.75,BR,1585764470
431,nicoya,10.15,-85.45,93.2,44,20,11.41,CR,1585764470
432,sorong,-0.88,131.25,78.48,88,99,5.17,ID,1585764471
433,shimoda,34.67,138.95,57.2,71,40,21.92,JP,1585764471
434,constantine,36.37,6.61,60.8,77,40,9.17,DZ,1585764471
435,los llanos de aridane,28.66,-17.92,68.0,68,75,3.36,ES,1585764471
436,broome,42.25,-75.83,48.99,56,90,13.87,US,1585764471
437,avila,40.58,-5.0,53.6,50,57,8.05,ES,1585764471
438,abu samrah,35.3,37.18,54.54,71,6,18.84,SY,1585764471
439,vostok,46.49,135.88,24.55,83,0,4.54,RU,1585764471
440,gao,16.64,1.64,97.05,9,14,9.37,ML,1585764472
441,bolshaya sosnova,57.67,54.6,25.95,93,78,8.52,RU,1585764472
442,oranjemund,-28.55,16.43,64.89,62,0,9.6,NA,1585764472
443,farah,32.5,62.5,57.85,34,0,2.46,AF,1585764472
444,westport,41.14,-73.36,54.0,32,1,11.41,US,1585764283
445,port-cartier,50.03,-66.87,42.8,52,75,5.82,CA,1585764472
446,waipawa,-41.41,175.52,54.0,100,85,13.87,NZ,1585764472
447,shingu,33.73,135.98,47.84,69,23,14.47,JP,1585764472
448,hualmay,-11.1,-77.61,79.09,61,99,8.52,PE,1585764473
449,nuevo progreso,23.17,-97.95,82.0,64,87,5.01,MX,1585764473
450,genhe,50.78,121.52,24.85,77,22,8.34,CN,1585764473
451,koumac,-20.57,164.28,75.25,83,36,10.58,NC,1585764473
452,paranavai,-23.07,-52.47,89.6,43,20,4.7,BR,1585764473
453,terralba,39.72,8.64,53.6,71,40,3.36,IT,1585764473
454,berlevag,70.86,29.09,26.6,73,40,19.46,NO,1585764473
455,hambantota,6.12,81.12,78.96,74,0,11.81,LK,1585764474
456,council bluffs,41.26,-95.86,70.0,48,40,17.22,US,1585764474
457,bereda,43.27,-7.54,57.2,76,40,8.05,ES,1585764474
458,inhambane,-23.86,35.38,80.6,65,40,11.41,MZ,1585764474
459,sistranda,63.73,8.83,39.2,80,40,28.86,NO,1585764474
460,nakhon thai,17.1,100.84,90.0,32,40,2.82,TH,1585764474
461,moussoro,13.64,16.49,96.49,10,90,7.7,TD,1585764474
462,mnogovershinnyy,53.94,139.92,19.38,88,11,3.6,RU,1585764474
463,hami,42.8,93.45,46.22,31,0,11.77,CN,1585764474
464,santa helena de goias,-17.81,-50.6,84.72,53,7,4.16,BR,1585764475
465,praia da vitoria,38.73,-27.07,59.0,72,75,32.06,PT,1585764475
466,labrea,-7.26,-64.8,92.66,51,98,0.85,BR,1585764475
467,chiang khong,20.26,100.4,77.0,41,6,5.82,TH,1585764475
468,prescott,34.54,-112.47,69.01,26,1,11.41,US,1585764475
469,noumea,-22.28,166.46,69.8,88,97,1.12,NC,1585764325
470,agadir,30.42,-9.6,69.8,52,53,24.16,MA,1585764475
471,vanimo,-2.67,141.3,79.9,82,100,8.59,PG,1585764475
472,pallasovka,50.05,46.88,35.76,74,38,10.67,RU,1585764475
473,bria,6.54,21.99,85.78,30,100,3.06,CF,1585764475
474,galveston,29.37,-94.97,75.0,49,20,13.87,US,1585764476
475,ponta do sol,32.67,-17.1,61.0,59,75,5.82,PT,1585764476
476,aguimes,27.91,-15.45,69.8,60,20,13.87,ES,1585764476
477,kichmengskiy gorodok,59.98,45.79,25.57,95,97,8.14,RU,1585764476
478,mama,58.31,112.9,14.05,88,74,3.89,RU,1585764476
479,laem sing,12.48,102.07,84.99,77,8,4.83,TH,1585764476
480,hollister,36.85,-121.4,60.01,66,75,6.44,US,1585764476
481,kieta,-6.22,155.63,79.84,78,100,4.5,PG,1585764476
482,petropavlovsk-kamchatskiy,53.05,158.65,39.2,64,75,6.71,RU,1585764309
483,clonakilty,51.62,-8.87,48.99,70,75,12.75,IE,1585764477
484,nalut,30.33,10.85,73.78,16,0,6.08,LY,1585764477
485,margate,51.38,1.39,48.0,67,75,4.7,GB,1585764477
486,watertown,42.37,-71.18,46.4,69,90,14.99,US,1585764477
487,buala,-8.14,159.59,80.04,84,100,8.28,SB,1585764477
488,arkhara,49.42,130.08,35.42,76,1,7.45,RU,1585764477
489,quang ngai,15.12,108.8,75.67,89,18,4.25,VN,1585764478
490,mecca,21.43,39.83,81.14,46,1,2.1,SA,1585764453
491,cidreira,-30.18,-50.21,76.03,77,88,18.1,BR,1585764478
492,tutoia,-2.76,-42.27,86.0,79,20,9.17,BR,1585764478
493,greece,43.21,-77.69,46.99,48,20,14.99,US,1585764182
494,sambava,-14.27,50.17,77.99,89,89,4.74,MG,1585764478
495,pailon,-17.65,-62.75,91.4,59,40,8.05,BO,1585764478
496,moron,-34.65,-58.62,81.0,83,75,8.05,AR,1585764328
497,kangaatsiaq,68.31,-53.46,6.17,87,95,10.74,GL,1585764479
498,kysyl-syr,63.9,122.76,-5.87,89,41,6.73,RU,1585764479
499,kurchum,48.57,83.65,43.16,44,0,17.31,KZ,1585764479
500,byron bay,-28.65,153.62,70.0,100,75,1.12,AU,1585764479
501,palmer,42.16,-72.33,52.0,39,75,13.87,US,1585764479
502,luderitz,-26.65,15.16,64.4,68,0,14.99,NA,1585764479
503,kurumkan,54.3,110.3,28.63,82,28,4.68,RU,1585764479
504,cap malheureux,-19.98,57.61,78.8,94,40,4.7,MU,1585764480
505,kaa-khem,51.68,94.73,15.82,81,0,1.48,RU,1585764480
506,duki,30.15,68.57,64.78,33,3,4.72,PK,1585764480
507,ambilobe,-13.2,49.05,77.2,89,56,2.08,MG,1585764480
508,oriximina,-1.77,-55.87,81.61,77,100,3.36,BR,1585764480
509,ca mau,9.18,105.15,78.73,83,41,4.34,VN,1585764480
510,busilac,16.48,121.12,73.24,74,33,1.74,PH,1585764480
511,vanavara,60.34,102.28,27.61,96,100,3.51,RU,1585764480
512,burgdorf,52.45,10.01,46.99,65,20,6.93,DE,1585764480
513,aksarka,66.56,67.8,17.87,96,99,14.72,RU,1585764481
514,narrabri,-30.32,149.78,70.0,68,88,11.41,AU,1585764481
515,adeje,28.12,-16.73,69.01,68,75,8.05,ES,1585764481
516,simpang,-1.27,104.08,78.93,82,35,3.33,ID,1585764481
517,athabasca,54.72,-113.29,7.83,85,100,8.28,CA,1585764480
518,prince rupert,54.32,-130.32,33.8,40,1,4.43,CA,1585764481
519,bilibino,68.05,166.44,-6.41,82,57,1.72,RU,1585764481
520,sayyan,15.17,44.32,66.65,25,95,7.56,YE,1585764481
521,figline valdarno,43.62,11.47,50.0,29,0,6.93,IT,1585764482
522,srednekolymsk,67.45,153.68,-3.6,92,56,1.83,RU,1585764482
523,kapit,2.02,112.93,74.26,94,65,0.78,MY,1585764482
524,erenhot,43.65,111.98,33.76,42,0,11.03,CN,1585764482
525,agdam,39.99,46.93,54.48,68,100,8.93,AZ,1585764482
526,indianola,41.36,-93.56,59.0,58,1,14.99,US,1585764482
527,honiton,50.8,-3.19,48.99,65,75,8.05,GB,1585764483
528,batemans bay,-35.72,150.18,55.0,81,84,6.55,AU,1585764483
529,namtsy,62.72,129.67,17.6,67,20,11.18,RU,1585764483
530,bonoua,5.27,-3.6,75.2,88,20,5.82,CI,1585764483
531,aracati,-4.56,-37.77,86.49,70,79,10.04,BR,1585764267
532,mareeba,-17.0,145.43,73.4,94,75,5.82,AU,1585764483
533,veraval,20.9,70.37,78.48,60,0,13.42,IN,1585764483
534,sioux lookout,50.1,-91.92,41.0,52,75,11.41,CA,1585764483
535,bracebridge,45.03,-79.32,46.4,33,1,4.7,CA,1585764484
536,lakhimpur,27.95,80.77,79.86,22,0,10.16,IN,1585764484
537,kruisfontein,-34.0,24.73,60.06,71,7,9.91,ZA,1585764484
538,laurel,39.1,-76.85,52.0,61,90,6.93,US,1585764484
539,tynda,55.17,124.72,9.77,82,57,12.06,RU,1585764484
540,chipata,-13.63,32.65,64.06,61,0,4.25,ZM,1585764484
541,linjiang,41.81,126.91,34.48,63,0,3.76,CN,1585764484
542,zhuanghe,39.7,122.99,37.0,38,0,8.79,CN,1585764484
543,spoleto,42.74,12.74,48.2,42,3,6.93,IT,1585764485
544,sabha,27.04,14.43,78.24,16,0,9.01,LY,1585764485
545,ingham,42.6,-84.38,46.99,75,90,5.82,US,1585764485
546,sakaraha,-22.9,44.53,71.53,72,69,5.55,MG,1585764485
547,port blair,11.67,92.75,82.17,66,46,4.65,IN,1585764485
548,fort nelson,58.81,-122.7,1.4,70,75,3.18,CA,1585764485
549,bandraboua,-12.7,45.12,84.2,74,20,9.17,YT,1585764485
